#   d (cM)	weighted LD	    bin count
     0.727	 0.00000540	      8803959
     0.728	-0.00000208	     10130581
     0.729	 0.00000071	      8290760
     0.730	-0.00000231	      8430942
     0.731	-0.00000049	     10382461
     0.732	-0.00000193	      8243413
     0.733	-0.00000201	      9693415
     0.734	-0.00000232	     11522530
     0.735	-0.00000015	     11130686
     0.736	-0.00000267	      7878848
     0.737	-0.00000020	     17993916
     0.738	-0.00000761	     15424393
     0.739	-0.00000499	     14777373
     0.740	-0.00000074	      9030822
     0.741	-0.00000238	      7832742
     0.742	 0.00000597	      7996241
     0.743	 0.00000147	      7916951
     0.744	 0.00001104	      8237242
     0.745	 0.00000414	      8144244
     0.746	-0.00000289	      8003723
     0.747	 0.00000208	      9068598
     0.748	 0.00000427	      8876840
     0.749	 0.00001385	      8143432
     0.750	-0.00000755	     11562477
     0.751	 0.00000273	      8114033
     0.752	 0.00000207	      8120546
     0.753	-0.00000109	      8273364
     0.754	 0.00000275	      8391464
     0.755	 0.00000553	      8372411
     0.756	 0.00000128	      8453192
     0.757	-0.00000157	      8224683
     0.758	-0.00000331	      8218074
     0.759	-0.00000009	      8327066
     0.760	-0.00003091	     23688014
     0.761	 0.00000930	      8384106
     0.762	 0.00000424	      8291480
     0.763	 0.00000609	      8201162
     0.764	 0.00000401	      7886704
     0.765	 0.00000365	      7738530
     0.766	 0.00000433	      8040342
     0.767	 0.00001575	      8243158
     0.768	 0.00000615	      9334142
     0.769	 0.00001924	      8255593
     0.770	 0.00000801	      8476941
     0.771	 0.00001591	      8736688
     0.772	 0.00001171	      8671589
     0.773	 0.00000094	      8481691
     0.774	 0.00000386	      8232462
     0.775	 0.00000533	      8729335
     0.776	-0.00000017	      8310732
     0.777	 0.00000874	      8364625
     0.778	 0.00000646	      8655368
     0.779	 0.00000349	      8722072
     0.780	 0.00001241	      8448114
     0.781	 0.00001394	      8959544
     0.782	 0.00001957	      9080694
     0.783	 0.00001785	      8370106
     0.784	 0.00000515	      8275840
     0.785	 0.00001113	      8449967
     0.786	 0.00001137	      8122543
     0.787	 0.00000788	      8051338
     0.788	 0.00001115	      8984577
     0.789	 0.00000753	      8049475
     0.790	 0.00001146	     10311321
     0.791	 0.00000561	      8674149
     0.792	-0.00000019	      8541751
     0.793	-0.00001279	     12048797
     0.794	-0.00001277	     10589502
     0.795	-0.00001243	      9869447
     0.796	-0.00000819	      8695211
     0.797	-0.00001629	      8816189
     0.798	-0.00000945	     15666288
     0.799	-0.00014321	     11299704
     0.800	-0.00014592	     10295174
     0.801	-0.00005299	     10030788
     0.802	-0.00009835	     10619650
     0.803	-0.00006033	     10182189
     0.804	-0.00029000	     15672461
     0.805	-0.00015547	     17251139
     0.806	-0.00003969	     13988294
     0.807	 0.00000226	      8608654
     0.808	-0.00004977	     11050847
     0.809	-0.00017043	      9815787
     0.810	-0.00001393	      9681943
     0.811	-0.00001350	      8719864
     0.812	-0.00000855	     15216747
     0.813	-0.00000454	      9370047
     0.814	-0.00000434	      9526146
     0.815	-0.00000068	      8859655
     0.816	-0.00000487	      9134814
